strain	host	genetic exchange	lineage	hybrid zone	accession	date	province	country	city	town	db	title	journal	paper_url
HTNV_Aa08-1111	Apodemus agrarius		lineage 3	lineage 3	KY594712	2008-10-22	Gyeonggi	South Korea	Pyeongtaek		genbank	"Hantavirus surveillance and genetic diversity targeting small mammals at Camp Humphreys, a US military installation and new expansion site, Republic of Korea"	PLOS One published: 2017 Apr	https://pubmed.ncbi.nlm.nih.gov/28448595
HTNV_Aa09-1000	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934967	2009-06-24	Gyeonggi	South Korea	Pocheon	Jangam-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa09-189	Apodemus agrarius		lineage 3	lineage 3	KY594713	2009-02-06	Gyeonggi	South Korea	Pyeongtaek		genbank	"Hantavirus surveillance and genetic diversity targeting small mammals at Camp Humphreys, a US military installation and new expansion site, Republic of Korea"	PLOS One published: 2017 Apr	https://pubmed.ncbi.nlm.nih.gov/28448595
HTNV_Aa09-198	Apodemus agrarius		lineage 3	lineage 3	KY594714	2009-02-06	Gyeonggi	South Korea	Pyeongtaek		genbank	"Hantavirus surveillance and genetic diversity targeting small mammals at Camp Humphreys, a US military installation and new expansion site, Republic of Korea"	PLOS One published: 2017 Apr	https://pubmed.ncbi.nlm.nih.gov/28448595
HTNV_Aa09-652	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934965	2009-04-30	Gyeonggi	South Korea	Pocheon	Jangam-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa09-948	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934966	2009-06-24	Gyeonggi	South Korea	Pocheon	Jangam-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa10-123	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934968	2010-03-25	Gyeonggi	South Korea	Paju	Jikcheon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa10-288	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934969	2010-05-11	Gyeonggi	South Korea	Paju	Jikcheon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa10-434	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934970	2010-08-23	Gyeonggi	South Korea	Paju	Mugeon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa10-518	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934971	2010-11-29	Gyeonggi	South Korea	Paju	Mugeon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa10-561	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934972	2010-11-29	Gyeonggi	South Korea	Paju	Mugeon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa10-679	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934973	2010-12-01	Gyeonggi	South Korea	Paju	Jikcheon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa13-3	Apodemus agrarius		lineage 1	lineage 1	KX687237	2013-09-12	Gyeonggi	South Korea	Yeoncheon	Seongok-ri	genbank	"Sequence-Independent, Single-Primer Amplification Next-Generation Sequencing of Hantaan Virus Cell Culture-Based Isolates"	"The American Journal of Tropical Medicine and Hygiene, Volume 96: Issue 2, Published Online: 08 Feb 2017, Page(s): 389394"	https://doi.org/10.4269/ajtmh.16-0683
HTNV_Aa14-172	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934974	2014-09-23	Gyeonggi	South Korea	Paju	Jangjwa-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-175	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KU207156	2014-09-23	Gyeonggi	South Korea	Paju	Jangjwa-ri	genbank	"Sequence-Independent, Single-Primer Amplification Next-Generation Sequencing of Hantaan Virus Cell Culture-Based Isolates"	"The American Journal of Tropical Medicine and Hygiene, Volume 96: Issue 2, Published Online: 08 Feb 2017, Page(s): 389394"	https://doi.org/10.4269/ajtmh.16-0683
HTNV_Aa14-184	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KU207157	2014-09-23	Gyeonggi	South Korea	Paju	Jangjwa-ri	genbank	"Sequence-Independent, Single-Primer Amplification Next-Generation Sequencing of Hantaan Virus Cell Culture-Based Isolates"	"The American Journal of Tropical Medicine and Hygiene, Volume 96: Issue 2, Published Online: 08 Feb 2017, Page(s): 389394"	https://doi.org/10.4269/ajtmh.16-0683
HTNV_Aa14-186	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KX687238	2014-09-23	Gyeonggi	South Korea	Paju	Jangjwa-ri	genbank	"Sequence-Independent, Single-Primer Amplification Next-Generation Sequencing of Hantaan Virus Cell Culture-Based Isolates"	"The American Journal of Tropical Medicine and Hygiene, Volume 96: Issue 2, Published Online: 08 Feb 2017, Page(s): 389394"	https://doi.org/10.4269/ajtmh.16-0683
HTNV_Aa14-188	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934975	2014-09-23	Gyeonggi	South Korea	Paju	Jangjwa-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-198	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934976	2014-09-23	Gyeonggi	South Korea	Paju	Jangjwa-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-204	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934977	2014-09-24	Gyeonggi	South Korea	Paju	Jikcheon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-207	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934978	2014-09-24	Gyeonggi	South Korea	Paju	Jikcheon-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-234	Apodemus agrarius		lineage 2	hybrid zone	KX687240	2014-09-25	Gyeonggi	South Korea	Yeoncheon	Sindap-ri	genbank	"Sequence-Independent, Single-Primer Amplification Next-Generation Sequencing of Hantaan Virus Cell Culture-Based Isolates"	"The American Journal of Tropical Medicine and Hygiene, Volume 96: Issue 2, Published Online: 08 Feb 2017, Page(s): 389394"	https://doi.org/10.4269/ajtmh.16-0683
HTNV_Aa14-239	Apodemus agrarius		lineage 2	hybrid zone	KX687241	2014-09-25	Gyeonggi	South Korea	Yeoncheon	Sindap-ri	genbank	"Sequence-Independent, Single-Primer Amplification Next-Generation Sequencing of Hantaan Virus Cell Culture-Based Isolates"	"The American Journal of Tropical Medicine and Hygiene, Volume 96: Issue 2, Published Online: 08 Feb 2017, Page(s): 389394"	https://doi.org/10.4269/ajtmh.16-0683
HTNV_Aa14-266	Apodemus agrarius	Reassortant	lineage 1	hybrid zone	KT934979	2014-11-04	Gangwon	South Korea	Hwacheon	Samil-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-272	Apodemus agrarius	Reassortant	lineage 1	hybrid zone	KT934980	2014-11-04	Gangwon	South Korea	Hwacheon	Samil-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-362	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934981	2014-11-14	Gangwon	South Korea	Cheorwon	Oji-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-368	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934982	2014-11-14	Gangwon	South Korea	Cheorwon	Oji-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-386	Apodemus agrarius	Reassortant	lineage 1	lineage 1	KT934983	2014-11-14	Gangwon	South Korea	Cheorwon	Oji-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-404	Apodemus agrarius	Reassortant	lineage 2	lineage 2	KT934984	2014-11-21	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-406	Apodemus agrarius	Reassortant	lineage 2	lineage 2	KT934985	2014-11-21	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-408	Apodemus agrarius	Reassortant	lineage 2	lineage 2	KT934986	2014-11-21	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-412	Apodemus agrarius	Reassortant	lineage 2	lineage 2	KT934987	2014-11-21	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-423	Apodemus agrarius	Reassortant	lineage 2	lineage 2	KT934988	2014-11-21	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa14-438	Apodemus agrarius	Reassortant	lineage 2	lineage 2	KT934989	2014-11-21	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Genetic Diversity and Reassortment of Hantaan Virus Tripartite RNA Genomes in Nature, the Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: June 17, 2016"	https://doi.org/10.1371/journal.pntd.0004650
HTNV_Aa15-56	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	KU207179	2023-04-23	Gangwon	South Korea	Cheorwon	Munhye-ri	genbank	Phylogeographic analysis of hemorrhagic fever with renal syndrome patients using multiplex PCR-based next generation sequencing	"Scientific Reports volume 6, Article number: 26017 (2016)"	https://www.nature.com/articles/srep26017
HTNV_Aa15-58	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	KU207180	2023-04-23	Gangwon	South Korea	Cheorwon	Munhye-ri	genbank	Phylogeographic analysis of hemorrhagic fever with renal syndrome patients using multiplex PCR-based next generation sequencing	"Scientific Reports volume 6, Article number: 26017 (2016)"	https://www.nature.com/articles/srep26017
HTNV_Aa15-69	Apodemus agrarius		lineage 2	hybrid zone	MT012570	2015-04-29	Gangwon	South Korea	Hwacheon	Sanyang-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa15-74	Apodemus agrarius		lineage 2	hybrid zone	MT012571	2015-04-29	Gangwon	South Korea	Hwacheon	Sanyang-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa15-82	Apodemus agrarius		lineage 2	hybrid zone	MT012572	2015-04-30	Gangwon	South Korea	Hwacheon	Sanyang-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa15-84	Apodemus agrarius		lineage 2	hybrid zone	MT012573	2015-04-30	Gangwon	South Korea	Hwacheon	Sanyang-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa16-181	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548668	2016-11-25	Gyeonggi	South Korea	Paju	Ohyeon-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa16-185	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548669	2016-11-25	Gyeonggi	South Korea	Paju	Ohyeon-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa16-19	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548664	2016-06-21	Gyeonggi	South Korea	Pocheon	Nogok-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa16-21	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548665	2016-06-21	Gyeonggi	South Korea	Pocheon	Nogok-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa16-22	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548666	2016-06-21	Gyeonggi	South Korea	Pocheon	Nogok-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa16-50	Apodemus agrarius		lineage 1	lineage 1	MK548667	2016-10-12	Gyeonggi	South Korea	Yeoncheon	Dongi-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-285	Apodemus agrarius		lineage 1	lineage 1	OR700523	2017-11-16	Gyeonggi	South Korea	Yeoncheon	Wangnim-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa17-289	Apodemus agrarius		lineage 1	lineage 1	OR700524	2017-11-16	Gyeonggi	South Korea	Yeoncheon	Wangnim-ri	genbank	"High_resolution phylogeographical surveillance of Hantaan orthohantavirus using rapid amplicon_based Flongle sequencing, Republic of Korea"	Journal of Medical Virology	DOI: 10.1002/jmv.29346
HTNV_Aa17-337	Apodemus agrarius		lineage 2	hybrid zone	MT012574	2017-04-06	Gangwon	South Korea	Cheorwon	Gwanu-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa17-353	Apodemus agrarius		lineage 2	hybrid zone	MT012575	2017-10-23	Gangwon	South Korea	Cheorwon	Gwanu-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa17-367	Apodemus agrarius		lineage 2	hybrid zone	MT012576	2017-10-23	Gangwon	South Korea	Cheorwon	Gwanu-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa17-421	Apodemus agrarius	Reassortant	lineage 1	hybrid zone	MT012577	2017-10-29	Gangwon	South Korea	Chuncheon	Sinchon-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa17-422	Apodemus agrarius	Reassortant	lineage 1	hybrid zone	MT012578	2017-10-29	Gangwon	South Korea	Chuncheon	Sinchon-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa17-48	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	MH598477	2017-04-18	Gyeonggi	South Korea	Yeoncheon	Dosin-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-49	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	MH598478	2017-04-18	Gyeonggi	South Korea	Yeoncheon	Dosin-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-52	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	MK548670	2017-04-18	Gyeonggi	South Korea	Yeoncheon	Dosin-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-53	Apodemus agrarius	Reassortant	lineage 2	hybrid zone	MH598479	2017-04-18	Gyeonggi	South Korea	Yeoncheon	Dosin-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-66	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548671	2017-04-27	Gyeonggi	South Korea	Pocheon	Uncheon-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-7	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MH598475	2017-03-29	Gyeonggi	South Korea	Paju	Mugeon-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-76	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MK548672	2017-04-27	Gyeonggi	South Korea	Pocheon	Uncheon-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa17-8	Apodemus agrarius	Reassortant	lineage 1	lineage 1	MH598476	2017-03-29	Gyeonggi	South Korea	Paju	Mugeon-ri	genbank	Comparison of targeted next-generation sequencing for whole-genome sequencing of Hantaan orthohantavirus in Apodemus agrarius lung tissues	"Scientific Reportsvolume9, Articlenumber:16631(2019)"	https://doi.org/10.1038/s41598-019-53043-2
HTNV_Aa18-164	Apodemus agrarius	Reassortant	lineage 2	lineage 2	MT012579	2018-11-27	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa18-179	Apodemus agrarius	Reassortant	lineage 2	lineage 2	MT012580	2018-11-28	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
HTNV_Aa18-185	Apodemus agrarius	Reassortant	lineage 2	lineage 2	MT012581	2018-11-28	Gangwon	South Korea	Yanggu	Mandae-ri	genbank	"Phylogeographic diversity and hybrid zone of Hantaan orthohantavirus collected in Gangwon Province, Republic of Korea"	"PLOS Neglected Tropical Diseases / Published: October 9, 2020"	https://doi.org/10.1371/journal.pntd.0008714
